username,map_label,project_code,sampleMedia,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TN,TP,dateAnalDiss,disNH4,disNO3,disPO4,dateAnalTDPTDN,TDN,TDP,locName,Pool Volume (cu ft),Location Sortable,specific_location,samp_type,notes,samp_notes,y,x,Mean_TP,Max_TP,Min_TP,Mean_TN,Max_TN,Min_TN,Mean_disNH4,Max_disNH4,Min_disNH4,Mean_disNO3,Max_disNO3,Min_disNO3,Mean_disPO4,Max_disPO4,Min_disPO4
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02642,W02642,W02642,2022-08-18,20221104.0,0.911942,0.029,20220824,,,,,,,Wetland Pool 19,11124.0,Wetland Pool 19,Western edge,sample,,,41.02322667,-83.690055,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02643,W02643,W02643,2022-08-18,20221104.0,1.546713,0.108,20220824,,,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,NW edge,sample,,,41.02329667,-83.69241333,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20220818_W02644,W02644,W02644,2022-08-18,20221104.0,0.677876,,20220824,0.1359,0.3647,,,,,Aurand Run upstream,,Aurand Run upstream,,sample,,,41.01938667,-83.68819333,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02682,W02682,W02682,2022-09-20,20221114.0,,0.009,20220921,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.02505667,-83.69820167,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02683,W02683,W02683,2022-09-20,20221114.0,,,20220921,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.02507167,-83.698235,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02684,W02684,W02684,2022-09-20,20221114.0,0.220779,,20220921,,0.094,0.0118,,,,Aurand Run downstream,,Aurand Run downstream,,sample,,,41.02388167,-83.69826667,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02685,W02685,W02685,2022-09-20,20221114.0,1.653387,0.211,20220921,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Southeast corner near connection,sample,,,41.02396167,-83.69596,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02686,W02686,W02686,2022-09-20,20221114.0,1.431975,0.16,20220921,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Central near sonde,sample,,,41.024175,-83.69629833,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02687,W02687,W02687,2022-09-20,20221114.0,0.21334,,20220921,0.0562,0.1076,0.0144,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,,41.02344167,-83.696015,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02688,W02688,W02688,2022-09-20,20221114.0,12.95108,1.503,20220921,,,0.0161,,,,Wetland Pool 12,12750.0,Wetland Pool 12,,sample,,,41.02408,-83.691935,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02689,W02689,W02689,2022-09-20,20221114.0,1.160394,0.077,20220921,0.0557,,0.0196,,,,Wetland Pool 18,19452.0,Wetland Pool 18,,sample,,,41.023775,-83.68996667,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02690,W02690,W02690,2022-09-20,20221114.0,1.896164,0.183,20220921,,,0.0145,,,,Wetland Pool 19,11124.0,Wetland Pool 19,,sample,,,41.023215,-83.690065,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02691,W02691,W02691,2022-09-20,20221114.0,2.009323,0.176,20220921,,,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,,sample,,,41.02320667,-83.69235667,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02692,W02692,W02692,2022-09-20,20221114.0,1.831751,0.131,20220921,,,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,NE corner,sample,,,41.02347833,-83.69370167,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20220920_W02693,W02693,W02693,2022-09-20,20221114.0,0.272056,,20220921,0.0706,,,,,,Aurand Run upstream,,Aurand Run upstream,,sample,,,41.01942833,-83.68821833,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02694,W02694,W02694,2022-09-21,20221117.0,0.12,,20220922,,,,Field Blank,,,Wetland Pool 20,5000.0,Wetland Pool 20,Field blank,blank,,,41.02272667,-83.68365667,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02695,W02695,W02695,2022-09-21,20221117.0,0.17,,20220922,,,,Field Blank,,,Wetland Pool 20,5000.0,Wetland Pool 20,Field blank,blank,,,41.02268833,-83.68364333,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02696,W02696,W02696,2022-09-21,20221117.0,0.77,0.08,20220922,,,,,,,Wetland Pool 25,15000.0,Wetland Pool 25,South side,sample,,,41.02385,-83.684525,0.18185714285714286,0.598,0.06,1.4995155714285713,3.365,0.68,0.07935,0.138,0.0207,0.0902,0.1227,0.0721,0.0453,0.133,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02697,W02697,W02697,2022-09-21,20221117.0,1.19,0.056,20220922,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,NE side,sample,,,41.02455167,-83.68530833,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02698,W02698,W02698,2022-09-21,20221117.0,1.5,0.126,20220922,,,,,,,Wetland Pool 21,14085.0,Wetland Pool 21,NE side,sample,,,41.02381333,-83.68672167,0.11139999999999999,0.216,0.055,1.4663976,2.385,0.734,,,,0.0655,0.0938,0.0445,0.0614,0.0614,0.0614
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02699,W02699,W02699,2022-09-21,20221117.0,1.35,0.067,20220922,,,0.022,,,,Wetland Pool 39,30000.0,Wetland Pool 39,,sample,,,41.02418,-83.68734333,0.10725,0.32,0.025,1.605461625,2.687,0.51,0.0147,0.0147,0.0147,0.0715,0.1173,0.0255,0.018866666666666667,0.0225,0.0121
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02700,W02700,W02700,2022-09-21,20221117.0,10.88,1.555,20220922,,,0.0115,,,,Wetland Pool 29,30000.0,Wetland Pool 29,NW corner,sample,,,41.02555833,-83.68697833,0.6738333333333334,1.555,0.209,5.941913166666667,11.10326,0.896,0.2526,0.2526,0.2526,0.0674,0.07,0.0648,0.0402,0.0849,0.0115
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02701,W02701,W02701,2022-09-21,20221117.0,7.21,1.0,20220922,,,,,,,Wetland Pool 41,10000.0,Wetland Pool 41,,sample,,,41.02517,-83.686015,0.56875,1.0,0.135,5.76075375,10.538,1.18,,,,0.0732,0.0837,0.0627,0.0577,0.0577,0.0577
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02702,W02702,W02702,2022-09-21,20221117.0,1.15,0.03,20220922,,,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,SE corner,sample,,,41.025615,-83.686075,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02703,W02703,W02703,2022-09-21,20221117.0,2.48,0.134,20220922,,,,,,,Wetland Pool 42,15000.0,Wetland Pool 42,West side,sample,,,41.02603,-83.68476167,0.3547272727272727,1.655,0.05,3.3046794545454548,13.304,0.627,0.039575,0.0857,0.0122,0.09614285714285715,0.1488,0.0462,0.07243333333333334,0.1044,0.0214
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02704,W02704,W02704,2022-09-21,20221117.0,1.3,0.054,20220922,,,,,,,Wetland Pool 35,26318.0,Wetland Pool 35,North side,sample,,,41.02644333,-83.683135,0.141875,0.28,0.054,1.933630125,3.1,0.875,0.1732,0.1732,0.1732,0.07195,0.116,0.0463,0.0657,0.0657,0.0657
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02705,W02705,W02705,2022-09-21,20221117.0,2.63,0.123,20220922,,,,,,,Wetland Pool 34,15000.0,Wetland Pool 34,East end,sample,,,41.02590667,-83.68239333,0.12322222222222222,0.21,0.028,2.1979314444444444,3.466,0.9,0.12476666666666665,0.2054,0.0273,0.08424000000000001,0.1248,0.0507,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02706,W02706,W02706,2022-09-21,20221117.0,7.08,0.831,20220922,,,,,,,Wetland Pool 33,10000.0,Wetland Pool 33,North end,sample,,,41.02524667,-83.68240333,0.3428,0.831,0.1,3.5404494,7.08,0.938,,,,0.0684,0.0997,0.0465,0.0389,0.059,0.0188
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02707,W02707,W02707,2022-09-21,20221117.0,13.07,0.062,20220922,0.6932,10.4724,,,,,Wetland Pool 43,10000.0,Wetland Pool 43,East side,sample,,,41.026,-83.68342,0.13166666666666668,0.439,0.034,4.115002333333334,13.07,0.511,0.2613666666666667,0.6932,0.0216,2.1808400000000003,10.4724,0.0529,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220921_W02708,W02708,W02708,2022-09-21,20221117.0,1.08,0.037,20220922,,,,,,,Wetland Pool 26,22424.0,Wetland Pool 26,,sample,,,41.02465333,-83.68499167,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02747,W02747,W02747,2022-11-01,20221121.0,0.337236,,20221102,,0.3612,,,,,Aurand Run downstream,,Aurand Run downstream,3 m upstream of bridge,sample,,,41.02389,-83.69826833,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02748,W02748,W02748,2022-11-01,20221121.0,6.548918,0.791,20221102,0.0898,0.1946,0.0134,,,,Wetland Pool 1,353316.0,Wetland Pool 01,SE side southern edge,sample,,,41.02410167,-83.69638,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02749,W02749,W02749,2022-11-01,20221121.0,0.358499,,20221102,,0.3615,,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,,41.02345667,-83.69620333,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02750,W02750,W02750,2022-11-01,20221121.0,2.23291,0.261,20221102,,0.1614,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,North end,sample,,,41.02404667,-83.68998833,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02751,W02751,W02751,2022-11-01,20221121.0,2.003361,0.168,20221102,,0.174,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,South end,sample,,,41.023765,-83.68996333,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02752,W02752,W02752,2022-11-01,20221121.0,5.231225,0.642,20221102,,0.1811,,,,,Wetland Pool 19,11124.0,Wetland Pool 19,Interior,sample,,Red and green algae. Not deep enough for proDSS,41.02320167,-83.69009833,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02753,W02753,W02753,2022-11-01,20221121.0,2.191188,0.136,20221102,,0.1742,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,Eastern end,sample,,,41.02317833,-83.69225167,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02754,W02754,W02754,2022-11-01,20221121.0,2.920108,0.267,20221102,,0.1579,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,Eastern edge,sample,,,41.02344,-83.69248,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02755,W02755,W02755,2022-11-01,20221121.0,2.161226,0.129,20221102,,0.1606,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,Center-East,sample,,,41.023505,-83.69368667,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02756,W02756,W02756,2022-11-01,20221121.0,2.057969,0.109,20221102,,0.165,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,West end,sample,,,41.02334167,-83.69400833,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20221101_W02757,W02757,W02757,2022-11-01,20221121.0,0.492202,,20221102,0.1437,0.3037,,,,,Aurand Run upstream,,Aurand Run upstream,2 m downstream of bridge ,sample,,,41.01936667,-83.68815,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02758,W02758,W02758,2022-11-02,20221121.0,,,20221102,,0.157,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Van,blank,,,41.022875,-83.68417,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02759,W02759,W02759,2022-11-02,20221121.0,,,20221102,,,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Van,blank,,,41.02279333,-83.68384667,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02760,W02760,W02760,2022-11-02,20221121.0,1.984818,0.166,20221102,,,,,,,Wetland Pool 26,22424.0,Wetland Pool 26,,sample,,,41.02436167,-83.68474167,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02761,W02761,W02761,2022-11-02,20221121.0,1.93792,0.178,20221102,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,East side,sample,,,41.02453667,-83.6853,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02762,W02762,W02762,2022-11-02,20221121.0,2.159811,0.478,20221102,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,Southwest tail,sample,,,41.02420333,-83.68637,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02763,W02763,W02763,2022-11-02,20221121.0,2.426049,0.124,20221102,,,,,,,Wetland Pool 39,30000.0,Wetland Pool 39,,sample,,,41.02410833,-83.68734333,0.10725,0.32,0.025,1.605461625,2.687,0.51,0.0147,0.0147,0.0147,0.0715,0.1173,0.0255,0.018866666666666667,0.0225,0.0121
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02764,W02764,W02764,2022-11-02,20221121.0,11.10326,1.235,20221102,,,,,,,Wetland Pool 29,30000.0,Wetland Pool 29,Interior,sample,,,41.02550333,-83.68681333,0.6738333333333334,1.555,0.209,5.941913166666667,11.10326,0.896,0.2526,0.2526,0.2526,0.0674,0.07,0.0648,0.0402,0.0849,0.0115
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02765,W02765,W02765,2022-11-02,20221121.0,8.23239,0.851,20221102,,,0.0345,,,,Wetland Pool 30,20000.0,Wetland Pool 30,Northern sub pool separated by dry ridge,sample,,,41.02582833,-83.68627833,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02766,W02766,W02766,2022-11-02,20221121.0,2.651609,0.141,20221102,,,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,Southern portion separated by dry ridge,sample,,,41.02569667,-83.68627167,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02767,W02767,W02767,2022-11-02,20221121.0,4.493897,0.343,20221102,,,,,,,Wetland Pool 42,15000.0,Wetland Pool 42,South edge,sample,,,41.026035,-83.684735,0.3547272727272727,1.655,0.05,3.3046794545454548,13.304,0.627,0.039575,0.0857,0.0122,0.09614285714285715,0.1488,0.0462,0.07243333333333334,0.1044,0.0214
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02768,W02768,W02768,2022-11-02,20221121.0,2.6414,0.152,20221102,,,,,,,Wetland Pool 35,26318.0,Wetland Pool 35,South edge,sample,,,41.02641667,-83.68311333,0.141875,0.28,0.054,1.933630125,3.1,0.875,0.1732,0.1732,0.1732,0.07195,0.116,0.0463,0.0657,0.0657,0.0657
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02769,W02769,W02769,2022-11-02,20221121.0,2.720043,0.1,20221102,,,,,,,Wetland Pool 34,15000.0,Wetland Pool 34,East edge ,sample,,,41.02585167,-83.68227167,0.12322222222222222,0.21,0.028,2.1979314444444444,3.466,0.9,0.12476666666666665,0.2054,0.0273,0.08424000000000001,0.1248,0.0507,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20221102_W02770,W02770,W02770,2022-11-02,20221121.0,1.731821,0.13,20221102,,,,,,,Wetland Pool 26,22424.0,Wetland Pool 26,South edge,sample,,,41.02425333,-83.68497167,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20221117_W02796,W02796,W02796,2022-11-17,20221121.0,,,20221117,,0.1019,,,,,Wetland Pool 20,5000.0,Wetland Pool 20,Van,blank,,,41.02274333,-83.68374833,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20221117_W02797,W02797,W02797,2022-11-17,20221121.0,1.834232,0.117,20221117,,0.0882,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,Near sonde; 10 m north near NE edge,sample,,,41.02458833,-83.68528833,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20221117_W02798,W02798,W02798,2022-11-17,20221121.0,1.591444,0.094,20221117,,0.1049,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,South edge,sample,,,41.02424,-83.68598,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20221117_W02799,W02799,W02799,2022-11-17,20221121.0,1.615372,0.1,20221117,,0.0934,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,South edge,replicate,,,41.02425167,-83.68597833,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02800,W02800,W02800,2022-11-29,20221219.0,,,20221129,0.045,,,field blank,,,Wetland Pool 1,353316.0,Wetland Pool 01,Van,blank,,,41.02506333,-83.69828,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02801,W02801,W02801,2022-11-29,20221219.0,,,20221129,0.1126,,,field blank,,,Wetland Pool 1,353316.0,Wetland Pool 01,Van,blank,,,41.02505833,-83.69827333,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02802,W02802,W02802,2022-11-29,20221219.0,0.37,,20221129,0.1024,0.2875,,,,,Aurand Run downstream,,Aurand Run downstream,,sample,,,41.02386167,-83.69825333,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02803,W02803,W02803,2022-11-29,20221219.0,11.94,0.05,20221129,2.2689,8.0644,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Interior,sample,,,41.024125,-83.69645,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02804,W02804,W02804,2022-11-29,20221219.0,1.49,0.08,20221129,0.0307,0.1067,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,North end,sample,,,41.02402167,-83.69000667,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02805,W02805,W02805,2022-11-29,20221219.0,1.51,0.09,20221129,0.0324,,,,,,Wetland Pool 18,19452.0,Wetland Pool 18,South end,sample,,,41.02376167,-83.68995333,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02806,W02806,W02806,2022-11-29,20221219.0,4.73,0.38,20221129,0.6717,,,,,,Wetland Pool 19,11124.0,Wetland Pool 19,Interior,sample,,,41.023135,-83.6901,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02807,W02807,W02807,2022-11-29,20221219.0,1.97,0.17,20221129,0.2947,,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,East end,sample,,,41.02310167,-83.69229167,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02808,W02808,W02808,2022-11-29,20221219.0,2.43,0.21,20221129,0.2575,,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,North West end,sample,,,41.023375,-83.69246167,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20221129_W02809,W02809,W02809,2022-11-29,20221219.0,1.64,0.1,20221129,0.1376,,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,East end,sample,,,41.02355333,-83.69356833,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
